Vehicle_ID,Speed_mps,Speed_kmph,Position_X,Position_Y,Waiting_Time_sec
46226_363_0,12.62,45.44,22612.89,7314.19,0.0
46227_363_0,12.96,46.64,17454.88,14008.93,0.0
46228_363_0,17.46,62.85,16484.86,12718.69,0.0
46229_363_0,13.57,48.83,9224.63,12811.72,0.0
46231_363_0,0.67,2.41,12736.26,12387.48,0.0
46232_363_0,8.86,31.89,9514.02,25725.97,0.0
46233_363_0,9.65,34.73,15607.61,17308.29,0.0
46234_363_0,10.98,39.52,22642.59,6413.84,0.0
46235_363_0,0.0,0.0,11783.66,15626.18,11.0
46236_363_0,12.28,44.2,11066.37,16909.75,0.0
46237_363_0,10.17,36.6,9200.37,24572.83,0.0
46238_363_0,10.59,38.13,12380.63,10637.2,0.0
46239_363_0,25.09,90.33,17497.87,12502.73,0.0
46240_363_0,12.43,44.73,14877.2,6338.84,0.0
46241_363_0,10.11,36.39,8228.45,28151.28,0.0
46242_363_0,8.96,32.26,15353.41,14210.36,0.0
46244_363_0,11.3,40.68,17003.6,8444.48,0.0
46246_363_0,14.49,52.17,13684.21,13673.26,0.0
46249_363_0,6.48,23.31,12529.81,13784.25,0.0
46254_363_0,0.02,0.07,17206.36,10781.43,1.0
46258_363_0,15.45,55.61,18435.97,10078.38,0.0
46261_363_0,0.21,0.77,15702.58,13949.56,0.0
46265_363_0,19.96,71.86,17245.02,18744.55,0.0
46270_363_0,12.75,45.92,17394.49,19761.86,0.0
46273_363_0,13.5,48.61,13087.25,13832.19,0.0
46280_363_0,12.65,45.56,14007.88,12184.75,0.0
46281_363_0,11.47,41.3,17760.32,16128.55,0.0
46283_363_0,1.23,4.41,9048.53,19930.54,0.0
46284_363_0,13.1,47.18,20973.09,17614.56,0.0
46286_363_0,17.41,62.68,19400.54,15363.59,0.0
46288_363_0,15.54,55.95,16426.82,8497.11,0.0
46290_363_0,11.61,41.79,12946.33,11206.49,0.0
46291_363_0,12.76,45.94,16699.76,14752.01,0.0
46293_363_0,2.66,9.59,9076.23,23616.99,0.0
46298_363_0,14.13,50.85,11870.04,22522.68,0.0
46301_363_0,0.0,0.0,21183.96,10321.78,17.0
46302_363_0,14.56,52.42,5712.59,14019.32,0.0
46305_363_0,11.92,42.9,14878.58,9222.25,0.0
46307_363_0,21.05,75.77,11827.21,14555.96,0.0
46309_363_0,13.83,49.79,10581.48,14675.49,0.0
46312_363_0,13.05,46.99,13339.14,18224.69,0.0
46316_363_0,0.0,0.0,12783.54,13307.27,13.0
46318_363_0,5.34,19.22,17683.83,16286.62,0.0
46321_363_0,0.0,0.0,15678.24,8451.09,27.0
46322_363_0,0.0,0.0,6429.59,14273.42,3.0
46323_363_0,12.28,44.21,13568.73,6670.82,0.0
46324_363_0,12.23,44.04,11064.99,15250.73,0.0
46329_363_0,16.62,59.82,21475.05,10059.02,0.0
46331_363_0,0.02,0.07,17711.43,16254.5,1.0
46333_363_0,12.81,46.13,14217.64,13819.07,0.0
46334_363_0,10.8,38.87,20115.89,16704.07,0.0
46335_363_0,11.41,41.09,12188.2,12212.67,0.0
46336_363_0,13.7,49.33,14385.44,13960.22,0.0
46337_363_0,7.62,27.44,17887.37,17930.16,0.0
46339_363_0,12.61,45.4,13968.93,16205.45,0.0
46340_363_0,10.71,38.57,14160.46,13114.47,0.0
46343_363_0,13.39,48.21,11518.98,13967.04,0.0
46346_363_0,0.21,0.77,13610.91,12507.17,0.0
46348_363_0,0.62,2.22,14927.61,5836.88,0.0
46356_363_0,5.95,21.41,13699.1,13550.47,0.0
46357_363_0,14.14,50.91,13466.41,15189.96,0.0
46360_363_0,8.1,29.15,21642.14,16999.55,0.0
46364_363_0,11.68,42.05,12777.76,13359.78,0.0
46365_363_0,22.15,79.73,21856.24,10198.34,0.0
46368_363_0,11.77,42.37,15078.66,16168.22,0.0
46371_363_0,23.85,85.87,21479.72,10399.88,0.0
46374_363_0,13.0,46.81,6566.41,15409.74,0.0
46378_363_0,6.63,23.86,12921.27,13853.9,0.0
46380_363_0,13.04,46.94,21900.89,12407.35,0.0
46381_363_0,7.35,26.47,14229.26,12731.67,0.0
46383_363_0,12.34,44.42,15936.8,12002.97,0.0
46385_363_0,9.63,34.67,17885.06,4381.38,0.0
46388_363_0,0.0,0.0,11827.62,14642.28,28.0
46390_363_0,4.47,16.11,12698.96,12877.75,0.0
46391_363_0,0.0,0.0,19369.6,17146.85,9.0
46392_363_0,11.06,39.82,8378.39,16529.38,0.0
46393_363_0,10.77,38.76,17978.83,17756.58,0.0
46394_363_0,14.62,52.62,14511.31,11250.64,0.0
46398_363_0,12.01,43.24,6987.22,14229.22,0.0
46399_363_0,5.73,20.62,16080.34,8395.65,0.0
46400_363_0,0.0,0.0,15271.7,14223.47,27.0
46403_363_0,2.36,8.48,13735.0,16982.44,0.0
46404_363_0,10.76,38.73,17868.29,4379.84,0.0
46406_363_0,6.9,24.84,11650.01,15738.22,0.0
46407_363_0,11.37,40.94,12982.01,13763.44,0.0
46408_363_0,10.64,38.29,17083.6,13942.06,0.0
46410_363_0,28.03,100.92,6548.17,17743.83,0.0
46413_363_0,10.9,39.23,15098.09,18522.03,0.0
46414_363_0,13.48,48.53,12706.89,13989.85,0.0
46415_363_0,11.49,41.37,13088.56,11087.86,0.0
46416_363_0,19.3,69.46,21537.43,10805.28,0.0
46417_363_0,16.71,60.14,18355.34,20112.97,0.0
46418_363_0,0.0,0.0,19913.0,5874.03,12.0
46419_363_0,14.66,52.79,12982.33,14889.25,0.0
46420_363_0,8.59,30.94,23279.25,12647.41,0.0
46421_363_0,14.37,51.72,13819.4,12694.04,0.0
46422_363_0,22.78,82.0,17319.75,14982.84,0.0
46424_363_0,0.0,0.0,21972.96,7503.77,6.0
46425_363_0,13.25,47.71,14417.25,15756.23,0.0
46426_363_0,7.46,26.85,21676.39,10540.39,0.0
46427_363_0,4.42,15.93,13750.09,14813.26,0.0
46429_363_0,13.83,49.79,14908.46,13618.28,0.0
46431_363_0,14.11,50.8,15334.42,16344.27,0.0
46432_363_0,12.9,46.45,7206.73,13495.22,0.0
46433_363_0,14.78,53.22,8012.47,19755.73,0.0
46434_363_0,11.65,41.92,13684.7,12660.85,0.0
46436_363_0,9.71,34.97,13830.25,23618.77,0.0
46437_363_0,5.53,19.92,16363.86,8914.64,0.0
46438_363_0,0.16,0.57,12870.31,13130.64,0.0
46439_363_0,8.92,32.12,14646.28,17851.27,0.0
46440_363_0,28.14,101.32,17158.68,10903.96,0.0
46442_363_0,10.87,39.13,9708.77,12796.13,0.0
46444_363_0,14.26,51.33,12588.15,10771.83,0.0
46445_363_0,6.36,22.88,17058.3,13403.91,0.0
46447_363_0,0.0,0.0,12708.73,13705.57,4.0
46451_363_0,14.21,51.14,6765.54,13462.99,0.0
46452_363_0,5.4,19.45,17542.56,17422.37,0.0
46453_363_0,12.95,46.63,12777.85,14408.43,0.0
46454_363_0,12.43,44.74,5027.09,15305.73,0.0
46457_363_0,12.76,45.93,6422.31,14260.36,0.0
46458_363_0,0.17,0.61,10926.37,10376.41,0.0
46459_363_0,12.84,46.23,13874.98,16412.88,0.0
46461_363_0,12.95,46.62,15750.22,13934.16,0.0
46462_363_0,15.99,57.57,21246.26,10525.23,0.0
46464_363_0,15.68,56.45,13670.06,14589.99,0.0
46467_363_0,14.26,51.34,13970.04,12766.47,0.0
46468_363_0,20.96,75.45,15752.37,8372.43,0.0
46472_363_0,16.16,58.17,6880.59,18573.33,0.0
46473_363_0,16.38,58.98,14334.69,10554.74,0.0
46474_363_0,1.31,4.71,13948.82,12109.93,0.0
46476_363_0,8.91,32.08,9258.09,23686.07,0.0
46477_363_0,12.97,46.7,11628.98,20476.54,0.0
46478_363_0,8.36,30.09,13705.94,14797.65,0.0
46481_363_0,12.66,45.57,9925.91,20404.88,0.0
46482_363_0,9.02,32.47,18525.23,17780.23,0.0
46483_363_0,1.35,4.85,21123.34,17853.72,0.0
46484_363_0,11.77,42.36,9540.87,21405.98,0.0
46489_363_0,0.0,0.0,21526.38,9279.42,12.0
46491_363_0,12.76,45.92,13455.32,11513.78,0.0
46493_363_0,15.51,55.85,10671.52,16876.32,0.0
46494_363_0,11.81,42.51,16737.16,6597.25,0.0
46495_363_0,15.39,55.42,22803.44,6945.3,0.0
46496_363_0,10.47,37.7,17122.63,14896.05,0.0
46497_363_0,13.2,47.52,16566.05,13526.38,0.0
46498_363_0,12.66,45.58,10707.41,12693.1,0.0
46500_363_0,14.74,53.05,18953.94,16332.2,0.0
46501_363_0,15.01,54.05,15367.86,17959.61,0.0
46502_363_0,15.69,56.5,15066.0,9079.14,0.0
46504_363_0,1.88,6.75,21160.36,10353.55,0.0
46506_363_0,31.44,113.19,15478.29,25209.11,0.0
46507_363_0,13.83,49.78,12908.47,13744.85,0.0
46508_363_0,16.76,60.34,15126.27,16101.02,0.0
46509_363_0,11.37,40.94,10657.65,12795.85,0.0
46510_363_0,23.19,83.48,23536.26,5524.14,0.0
46513_363_0,6.83,24.58,12042.7,12675.51,0.0
46514_363_0,19.51,70.23,21227.43,10448.39,0.0
46515_363_0,0.0,0.0,13098.69,12857.61,4.0
46519_363_0,6.58,23.71,10110.58,16308.12,0.0
46522_363_0,29.58,106.51,11105.27,18460.0,0.0
46523_363_0,15.72,56.58,9552.56,22615.1,0.0
46524_363_0,14.08,50.7,19012.45,18990.46,0.0
46527_363_0,14.19,51.07,14204.16,15543.68,0.0
46530_363_0,13.88,49.97,14908.68,13643.72,0.0
46531_363_0,13.78,49.62,12327.47,11585.98,0.0
46532_363_0,14.79,53.23,19231.08,19643.27,0.0
46536_363_0,13.95,50.22,12341.34,15680.0,0.0
46537_363_0,11.36,40.9,12378.71,15417.5,0.0
46538_363_0,13.2,47.52,23085.99,14833.96,0.0
46542_363_0,14.27,51.36,6864.59,15788.28,0.0
46543_363_0,9.64,34.7,12367.77,13568.05,0.0
46545_363_0,11.01,39.63,21198.43,10086.47,0.0
46547_363_0,8.06,29.03,8579.01,15359.87,0.0
46549_363_0,0.96,3.44,8566.05,21741.62,0.0
46550_363_0,0.0,0.0,12847.57,13728.07,5.0
46553_363_0,11.22,40.39,15340.74,17841.64,0.0
46557_363_0,13.82,49.76,11417.32,12542.26,0.0
46559_363_0,11.14,40.1,16486.23,14416.28,0.0
46570_363_0,29.99,107.95,17285.5,10977.73,0.0
46573_363_0,0.34,1.24,10961.76,10339.14,0.0
46574_363_0,8.6,30.96,22610.28,14917.6,0.0
46575_363_0,14.87,53.53,10443.82,15729.66,0.0
46576_363_0,0.0,0.0,11753.28,14335.52,13.0
46578_363_0,6.33,22.78,16365.1,9165.82,0.0
46581_363_0,11.49,41.38,5419.41,16397.81,0.0
46582_363_0,7.35,26.45,12165.97,22003.32,0.0
46583_363_0,29.36,105.69,19409.86,16359.53,0.0
46585_363_0,7.71,27.75,5528.33,17495.71,0.0
46588_363_0,4.13,14.86,10717.4,14329.64,0.0
46589_363_0,27.34,98.42,20791.03,12926.27,0.0
46591_363_0,22.75,81.91,9789.97,22946.03,0.0
46593_363_0,12.21,43.95,12498.36,11208.12,0.0
46597_363_0,25.33,91.19,20556.84,10482.51,0.0
46598_363_0,3.92,14.1,13707.85,13757.98,0.0
46605_363_0,13.2,47.53,10525.08,11974.15,0.0
46609_363_0,6.46,23.27,12702.89,12877.57,0.0
46610_363_0,0.0,0.0,10891.29,14915.59,14.0
46614_363_0,13.52,48.68,13681.46,13562.31,0.0
46616_363_0,0.04,0.14,13390.12,13805.28,1.0
46620_363_0,14.14,50.91,7272.97,19544.99,0.0
46622_363_0,8.72,31.38,12243.64,14198.07,0.0
46624_363_0,13.88,49.97,20075.35,14289.95,0.0
46626_363_0,17.71,63.76,8233.53,19150.68,0.0
46627_363_0,0.03,0.1,10930.99,10375.67,2.0
46631_363_0,13.57,48.84,14018.67,15624.31,0.0
46632_363_0,9.32,33.55,6784.07,14259.2,0.0
46633_363_0,0.0,0.0,19459.79,17168.78,21.0
46634_363_0,14.98,53.94,12252.15,12172.65,0.0
46639_363_0,27.12,97.64,11241.42,18163.97,0.0
46641_363_0,8.15,29.35,20117.3,16267.19,0.0
46643_363_0,9.6,34.56,22906.91,17130.57,0.0
46644_363_0,9.74,35.06,13500.71,12205.61,0.0
46645_363_0,18.3,65.89,15633.72,15491.81,0.0
46646_363_0,14.45,52.01,12040.86,13954.67,0.0
46648_363_0,5.74,20.65,19401.0,17124.27,0.0
46652_363_0,11.7,42.11,10067.22,20652.98,0.0
46653_363_0,14.29,51.44,17335.6,12781.34,0.0
46656_363_0,11.96,43.06,13684.68,15457.29,0.0
46657_363_0,25.04,90.13,22421.36,9699.18,0.0
46658_363_0,11.76,42.35,13332.07,12715.54,0.0
46659_363_0,13.98,50.33,13243.59,17219.84,0.0
46665_363_0,1.44,5.18,11591.22,13975.06,0.0
46667_363_0,14.8,53.27,18392.73,15233.26,0.0
46668_363_0,1.71,6.16,17428.37,16832.5,0.0
46670_363_0,0.0,0.0,19884.9,17286.19,9.0
46671_363_0,14.6,52.54,10665.39,14019.25,0.0
46672_363_0,23.92,86.12,22488.09,9645.05,0.0
46673_363_0,11.36,40.88,6344.97,14270.99,0.0
46675_363_0,9.32,33.54,12367.56,18029.96,0.0
46678_363_0,7.53,27.11,8683.52,15341.53,0.0
46679_363_0,14.36,51.69,12041.73,14456.13,0.0
46682_363_0,12.56,45.23,16243.82,14826.26,0.0
46683_363_0,14.16,50.99,18693.03,15262.47,0.0
46685_363_0,10.84,39.01,12346.97,15677.1,0.0
46686_363_0,12.22,44.01,12402.71,15215.82,0.0
46687_363_0,12.24,44.08,12276.05,13625.33,0.0
46688_363_0,13.73,49.44,11671.94,13856.05,0.0
46690_363_0,1.75,6.29,12525.71,11942.18,0.0
46691_363_0,2.1,7.58,17863.33,14125.89,0.0
46692_363_0,26.97,97.08,18957.87,11322.59,0.0
46693_363_0,6.62,23.85,9770.46,21311.97,0.0
46694_363_0,7.9,28.45,12732.97,12370.7,0.0
46697_363_0,12.73,45.82,13629.72,18045.46,0.0
46698_363_0,0.07,0.25,19814.25,17196.91,1.0
46699_363_0,25.62,92.22,10574.08,19312.9,0.0
46700_363_0,7.45,26.81,11814.26,13336.99,0.0
46701_363_0,12.42,44.72,13303.98,17951.57,0.0
46704_363_0,54.57,196.47,6507.34,24287.46,0.0
46705_363_0,13.16,47.39,15009.01,18077.69,0.0
46706_363_0,0.88,3.18,15867.99,14721.7,0.0
46707_363_0,7.82,28.16,20285.3,20440.25,0.0
46708_363_0,12.37,44.52,9952.42,14163.74,0.0
46709_363_0,27.66,99.58,23023.67,9118.63,0.0
46710_363_0,0.0,0.0,17723.71,10526.9,3.0
46713_363_0,11.76,42.34,13434.74,13226.52,0.0
46716_363_0,6.8,24.47,9127.63,16120.61,0.0
46717_363_0,0.0,0.0,20293.14,6648.58,16.0
46718_363_0,6.97,25.1,19548.28,17187.97,0.0
46720_363_0,13.5,48.58,20003.15,12969.32,0.0
46721_363_0,0.0,0.0,12837.16,13114.52,14.0
46726_363_0,8.92,32.13,13969.0,16032.93,0.0
46727_363_0,0.0,0.0,13919.58,12268.48,5.0
46730_363_0,1.63,5.87,15845.04,17447.67,0.0
46732_363_0,10.47,37.69,12267.11,11350.39,0.0
46734_363_0,10.23,36.81,9703.81,14101.14,0.0
46736_363_0,10.56,38.01,12002.16,16359.01,0.0
46738_363_0,0.0,0.01,20294.55,6605.02,3.0
46739_363_0,16.35,58.84,5870.6,25627.39,0.0
46740_363_0,28.4,102.25,15088.6,8436.67,0.0
46744_363_0,0.0,0.01,13616.18,9855.38,1.0
46745_363_0,12.41,44.69,20745.65,7986.32,0.0
46746_363_0,0.0,0.0,13350.51,18281.84,12.0
46748_363_0,7.78,28.01,17114.49,15263.73,0.0
46750_363_0,11.56,41.63,9901.58,14066.09,0.0
46751_363_0,0.0,0.0,12046.58,12674.72,7.0
46755_363_0,26.89,96.79,22474.22,11722.37,0.0
46756_363_0,12.47,44.88,9817.38,23920.29,0.0
46757_363_0,12.8,46.07,8713.19,19771.54,0.0
46760_363_0,9.16,32.97,12387.95,15230.91,0.0
46764_363_0,11.33,40.78,5459.0,14302.02,0.0
46772_363_0,13.51,48.64,14609.79,18848.02,0.0
46774_363_0,22.3,80.3,14795.55,15979.25,0.0
46777_363_0,10.58,38.09,16383.52,13856.44,0.0
46780_363_0,7.77,27.99,14159.53,17460.8,0.0
46782_363_0,32.33,116.37,21549.66,10367.33,0.0
46784_363_0,6.7,24.12,12901.4,15006.01,0.0
46785_363_0,13.83,49.78,13426.68,13789.68,0.0
46787_364_0,11.66,41.97,13770.68,17406.3,0.0
46791_364_0,25.86,93.11,20499.31,13336.01,0.0
46794_364_0,17.77,63.97,14597.98,15861.32,0.0
46795_364_0,11.47,41.28,24606.1,4615.46,0.0
46800_364_0,12.77,45.98,12291.26,12140.99,0.0
46802_364_0,12.06,43.41,9604.13,14305.34,0.0
46805_364_0,11.92,42.9,16716.87,13053.96,0.0
46808_364_0,0.0,0.0,13322.76,18011.31,20.0
46812_364_0,0.0,0.0,11674.05,15708.79,15.0
46814_364_0,29.64,106.71,9416.55,20695.06,0.0
46819_364_0,12.09,43.54,12328.86,16955.49,0.0
46822_364_0,3.95,14.21,12245.94,14347.56,0.0
46823_364_0,0.0,0.0,13341.87,12899.68,3.0
46824_364_0,12.33,44.4,13664.29,13964.3,0.0
46827_364_0,9.69,34.88,14905.54,13852.61,0.0
46839_364_0,0.0,0.0,13096.52,12855.12,5.0
46840_364_0,10.47,37.71,15948.01,14748.68,0.0
46842_364_0,13.92,50.12,18679.89,17884.93,0.0
46843_364_0,13.64,49.11,20125.27,12394.16,0.0
46844_364_0,17.02,61.29,14854.29,16018.61,0.0
46847_364_0,11.97,43.09,20900.75,18426.08,0.0
46850_364_0,12.94,46.58,9021.11,13572.85,0.0
46851_364_0,8.04,28.96,17448.06,14885.38,0.0
46852_364_0,10.62,38.22,13750.01,14816.58,0.0
46853_364_0,9.84,35.42,13220.68,12738.83,0.0
46854_364_0,12.38,44.58,12338.59,13567.75,0.0
46855_364_0,0.02,0.07,17169.34,15961.24,2.0
46856_364_0,0.0,0.0,17524.8,16791.98,22.0
46857_364_0,7.25,26.09,13867.83,12375.77,0.0
46858_364_0,13.28,47.82,12627.17,17307.37,0.0
46860_364_0,19.32,69.54,12214.88,15205.47,0.0
46861_364_0,26.85,96.65,19313.48,11045.42,0.0
46863_364_0,0.0,0.0,20750.91,8246.06,6.0
46865_364_0,11.19,40.29,13282.03,18672.04,0.0
46867_364_0,13.36,48.1,14895.44,17232.2,0.0
46869_364_0,1.24,4.47,8554.94,21972.13,0.0
46871_364_0,6.0,21.6,15300.98,16121.82,0.0
46872_364_0,28.71,103.37,11352.21,17887.51,0.0
46873_364_0,0.0,0.0,15185.85,13347.17,13.0
46875_364_0,11.64,41.91,10064.06,17461.21,0.0
46878_364_0,12.32,44.37,21826.64,17041.92,0.0
46880_364_0,10.25,36.89,16559.27,7625.38,0.0
46888_364_0,11.29,40.65,11470.75,12560.14,0.0
46889_364_0,10.82,38.97,22017.57,9245.57,0.0
46893_364_0,11.63,41.86,20773.3,7538.87,0.0
46894_364_0,0.63,2.27,14068.25,14811.67,0.0
46896_364_0,17.94,64.59,20160.26,15571.24,0.0
46898_364_0,12.72,45.78,10196.4,23846.5,0.0
46899_364_0,18.32,65.96,18837.98,15320.84,0.0
46900_364_0,27.22,98.0,15386.01,15785.45,0.0
46901_364_0,16.22,58.39,11671.14,13787.4,0.0
46903_364_0,0.83,2.98,10055.92,12823.71,0.0
46904_364_0,13.71,49.37,15595.33,12359.19,0.0
46906_364_0,0.0,0.0,11688.25,13627.75,11.0
46907_364_0,14.03,50.51,20350.0,16440.74,0.0
46909_364_0,0.12,0.42,14103.69,16511.23,0.0
46911_364_0,11.58,41.67,12721.28,15741.73,0.0
46913_364_0,8.18,29.45,9680.58,14629.15,0.0
46914_364_0,10.88,39.18,19708.44,17233.03,0.0
46915_364_0,11.6,41.76,14109.18,13223.2,0.0
46920_364_0,9.98,35.91,12379.23,15554.78,0.0
46922_364_0,9.17,33.01,13056.19,10391.85,0.0
46923_364_0,10.72,38.58,14101.8,15374.78,0.0
46924_364_0,8.42,30.31,13746.05,18518.09,0.0
46925_364_0,0.01,0.03,13476.18,12176.11,3.0
46927_364_0,9.63,34.67,17270.86,15925.12,0.0
46929_364_0,5.35,19.28,20438.93,11959.93,0.0
46931_364_0,13.72,49.39,7062.26,28782.92,0.0
46932_364_0,11.94,42.98,12472.3,13622.17,0.0
46933_364_0,13.11,47.21,10976.73,14012.13,0.0
46935_364_0,13.52,48.67,14156.07,24406.12,0.0
46938_364_0,12.41,44.68,23556.96,11600.38,0.0
46942_364_0,10.54,37.96,14340.71,14523.45,0.0
46945_364_0,4.26,15.35,8531.67,21814.84,0.0
46950_364_0,6.69,24.09,8004.32,21182.15,0.0
46952_364_0,14.09,50.74,13801.88,12375.41,0.0
46957_364_0,17.71,63.77,10088.86,20015.41,0.0
46958_364_0,0.0,0.0,13977.21,16002.32,6.0
46963_364_0,13.53,48.69,20997.54,16360.34,0.0
46968_364_0,24.28,87.42,23498.27,5976.21,0.0
46969_364_0,2.9,10.45,16820.09,20718.94,0.0
46972_364_0,8.51,30.63,12290.51,16886.96,0.0
46973_364_0,0.0,0.0,21261.15,10242.36,10.0
46975_364_0,20.88,75.17,17776.74,12440.06,0.0
46976_364_0,25.52,91.87,10602.43,19303.09,0.0
46980_364_0,14.55,52.4,11227.81,15552.23,0.0
46981_364_0,12.2,43.92,13531.95,16054.98,0.0
46982_364_0,15.5,55.81,6259.5,12933.8,0.0
46983_364_0,11.77,42.39,11086.26,21153.21,0.0
46984_364_0,19.75,71.11,11168.35,10069.05,0.0
46985_364_0,19.54,70.33,10786.77,10559.74,0.0
46988_364_0,18.48,66.52,8815.44,20376.57,0.0
46994_364_0,7.76,27.94,21196.59,16903.62,0.0
46995_364_0,0.0,0.0,19879.78,17284.76,10.0
46996_364_0,9.41,33.88,12267.6,7381.5,0.0
46999_364_0,15.15,54.53,12439.39,15503.79,0.0
47001_364_0,11.71,42.16,11384.56,24360.41,0.0
47002_364_0,2.97,10.69,19824.41,17277.66,0.0
47007_364_0,11.81,42.53,15400.81,13685.18,0.0
47009_364_0,0.0,0.0,13463.09,12112.2,16.0
47011_364_0,13.89,50.01,12389.9,14638.14,0.0
47012_364_0,13.18,47.45,20567.83,17440.43,0.0
47016_364_0,12.97,46.7,13491.9,18282.74,0.0
47021_364_0,11.84,42.62,17732.87,16055.41,0.0
47022_364_0,13.42,48.33,7737.64,15631.27,0.0
47023_364_0,11.47,41.31,16555.44,13886.94,0.0
47024_364_0,13.09,47.12,15641.5,13131.3,0.0
47028_364_0,14.64,52.69,8713.06,18818.54,0.0
47029_364_0,0.0,0.0,20292.64,6621.65,9.0
47031_364_0,0.0,0.0,7360.3,14207.2,7.0
47033_364_0,14.69,52.88,11368.38,15915.39,0.0
47034_364_0,7.98,28.74,5153.88,14052.61,0.0
47038_364_0,4.34,15.61,15112.96,14607.24,0.0
47039_364_0,7.57,27.24,20551.47,15843.83,0.0
47043_364_0,7.33,26.4,15316.13,6422.55,0.0
47044_364_0,10.78,38.82,13071.01,17550.29,0.0
47045_364_0,18.88,67.97,16779.59,12533.2,0.0
47046_364_0,13.02,46.88,13624.05,12571.96,0.0
47047_364_0,11.88,42.76,9907.54,12955.21,0.0
47048_364_0,16.49,59.36,18295.14,15265.41,0.0
47049_364_0,8.87,31.92,13593.38,14810.98,0.0
47051_364_0,11.5,41.41,20791.52,7558.46,0.0
47052_364_0,8.85,31.87,13396.8,13852.71,0.0
47059_364_0,11.89,42.81,9807.05,14276.43,0.0
47067_364_0,0.0,0.0,17566.93,17414.08,0.0
47070_364_0,13.86,49.91,15135.0,10897.03,0.0
47074_364_0,0.0,0.0,11748.79,14331.67,24.0
47076_364_0,0.01,0.03,19900.35,17290.54,3.0
47077_364_0,21.68,78.06,12036.21,16321.97,0.0
47078_364_0,0.03,0.11,13607.83,12508.36,1.0
47079_364_0,12.25,44.09,12745.25,15794.57,0.0
47084_364_0,0.0,0.0,13068.85,14307.65,3.0
47087_364_0,15.24,54.85,13406.37,23253.96,0.0
47094_364_0,5.54,19.95,11656.59,15734.19,0.0
47096_364_0,12.57,45.25,8488.15,21455.86,0.0
47097_364_0,27.76,99.94,19651.91,15209.73,0.0
47099_364_0,14.42,51.91,15013.94,13287.98,0.0
47100_364_0,15.27,54.96,21977.39,8776.0,0.0
47101_364_0,6.59,23.74,19147.99,5101.93,0.0
47102_364_0,13.98,50.32,11581.16,18473.96,0.0
47106_364_0,11.96,43.05,9925.64,12174.36,0.0
47107_364_0,11.46,41.26,16112.92,11815.54,0.0
47109_364_0,13.38,48.16,5038.69,16604.26,0.0
47110_364_0,6.51,23.44,17420.35,14702.02,0.0
47120_364_0,10.34,37.22,17148.53,16698.68,0.0
47122_364_0,11.2,40.34,17056.7,15952.44,0.0
47123_364_0,12.82,46.17,22375.58,9930.84,0.0
47124_364_0,25.99,93.57,11317.76,17958.88,0.0
47127_364_0,0.0,0.0,17496.65,17167.81,5.0
47130_364_0,11.05,39.8,7248.39,18537.26,0.0
47131_364_0,14.26,51.34,14890.14,17423.26,0.0
47132_364_0,11.54,41.54,14226.46,11363.94,0.0
47133_364_0,12.26,44.15,14910.82,13864.58,0.0
47134_364_0,12.69,45.67,8774.08,14172.9,0.0
47136_364_0,7.75,27.9,12773.17,11294.92,0.0
47137_364_0,13.72,49.38,7700.13,17063.51,0.0
47142_364_0,12.5,45.02,11920.08,22211.72,0.0
47148_364_0,15.58,56.08,23677.77,15124.81,0.0
47150_364_0,0.03,0.13,14924.75,18082.96,2.0
47152_364_0,12.47,44.88,12856.85,14708.22,0.0
47153_364_0,13.45,48.43,13045.23,12524.27,0.0
47157_364_0,1.64,5.92,14922.85,18065.36,0.0
47159_364_0,0.0,0.0,22691.99,11623.59,0.0
47161_364_0,2.04,7.34,12249.9,15301.59,0.0
47163_364_0,2.98,10.72,13186.02,12778.72,0.0
47164_364_0,12.25,44.1,16269.73,17282.83,0.0
47168_364_0,28.69,103.28,11884.77,16747.49,0.0
47172_364_0,10.26,36.93,13599.04,18176.22,0.0
47174_364_0,11.28,40.61,6626.46,14388.72,0.0
47176_364_0,6.68,24.06,9833.6,23377.98,0.0
47179_364_0,10.46,37.65,13690.5,13595.28,0.0
47180_364_0,15.85,57.07,14085.85,16384.48,0.0
47184_364_0,14.82,53.36,15091.25,18092.96,0.0
47186_364_0,0.0,0.0,16918.21,20696.06,15.0
47190_364_0,13.38,48.16,23712.12,14902.86,0.0
47191_364_0,4.12,14.82,17127.16,15977.04,0.0
47193_364_0,17.26,62.13,11350.89,19888.32,0.0
47194_364_0,13.22,47.58,13937.88,16133.63,0.0
47199_364_0,13.19,47.49,12628.27,13279.89,0.0
47200_364_0,0.03,0.12,22692.73,14699.83,1.0
47202_364_0,1.33,4.8,11747.73,15657.23,0.0
47203_364_0,13.33,47.99,18961.85,14764.27,0.0
47206_364_0,1.1,3.96,13971.62,16023.15,0.0
47209_364_0,10.7,38.53,21030.77,7657.12,0.0
47211_364_0,12.31,44.31,17402.55,4024.63,0.0
47212_364_0,12.69,45.67,10758.04,7404.46,0.0
47213_364_0,0.01,0.04,13763.49,12783.87,2.0
47214_364_0,15.46,55.65,10906.77,13513.98,0.0
47215_364_0,0.0,0.0,10218.31,16225.15,5.0
47216_364_0,12.91,46.46,8880.36,15275.48,0.0
47217_364_0,12.22,43.99,12968.94,17488.15,0.0
47219_364_0,12.31,44.31,18798.84,5047.2,0.0
47220_364_0,0.0,0.0,11964.18,16499.28,6.0
47224_364_0,13.64,49.09,14251.12,13830.9,0.0
47228_364_0,1.97,7.11,20728.28,7717.57,0.0
